DealerCode,Date,% Customer Pay Service,Current Ratio,Days Supply - New Vehicle,Days of Inventory (Parts),Dealer Loyalty,Dealer Service Retention,F&I New Car Gross PNVR,Floorplan Expense PNVR,KSI R3,F&I Penetration,Service Sales per Advisor,N.V. Sales per Sales Consultants,Net Profit (Loss) before taxes – current month,Net Profit BBIT % Sales (ROS),Parts to Labor Ratio,Rent Expense PVR,SEI R3,Total Advertising Expenses PVR,Total Dealership Expenses - PVR,Used F&I per retail unit,Used to New Ratio,VolumnGrp,operationaldate,TerminationDate,Is the Dealer at Risk?
Dealer18,1/12/2018,61.31,1.26,95.88,50.81,46.89,36.61,1055.94,377.33,918,98.04,40285,14.57,14364,0.32,0.48,260.34,820.28,210.54,3860.48,878.1,0.41,VG-3,1/15/2010,,No
Dealer18,1/1/2019,61.26,1.24,126.38,38.89,46.88,36.68,995.75,466.71,903.4,95,42891.4,10.67,71984,1.75,0.46,254.16,798.18,807.15,4478.48,1286.7,0.66,VG-3,1/15/2010,,No
Dealer18,1/2/2019,66.4,1.24,122.53,43.51,46.41,36.95,1086.47,428.33,904.4,97.59,39354,10.38,108700,2.67,0.46,245.82,806.17,132.94,4005.21,1414.6,0.7,VG-3,1/15/2010,,No
Dealer18,1/3/2019,72.66,1.25,101.75,40.43,41.8,36.49,1344.99,178.32,902.8,97.94,43730.8,12.93,312694,5.71,0.48,185.07,808.41,593.77,3141.67,1181.71,1.06,VG-3,1/15/2010,,No
Dealer18,1/4/2019,71.16,1.25,114.27,42.47,43.09,36.76,1152.84,423.19,905,96.63,58371,13.69,99028,1.89,0.48,216.72,809.66,592.67,4080.53,1484.86,1.01,VG-3,1/15/2010,,No
Dealer18,1/5/2019,66.65,1.26,110.74,40.88,42.33,36.9,1454.23,169.76,908.8,94.68,45519,14.46,205922,4.14,0.46,251.75,826.45,499.21,4595.49,1107.88,0.6,VG-3,1/15/2010,,No
Dealer18,1/6/2019,71.65,1.32,92.02,47.54,41.58,36.86,1061.36,104.79,912.8,95.19,44843.2,16,154580,3.07,0.44,249.43,823.59,503.87,4157.05,1769.95,0.6,VG-3,1/15/2010,,No
Dealer18,1/7/2019,71.63,1.33,72.61,42.97,43.56,36.67,1636.24,81.64,908.6,94.96,73069,17,216120,3.56,0.43,186.07,822,562.51,3675.69,1402.19,0.68,VG-3,1/15/2010,,No
Dealer18,1/8/2019,72.27,1.34,68.74,44.89,45.67,35.95,1361.4,185.47,887.7,94.49,57945.25,18.14,326455,5.39,0.52,181.1,820.99,599.8,3647.94,1550.82,0.6,VG-3,1/15/2010,,No
Dealer18,1/9/2019,65.91,1.21,109.89,40.95,46.31,35.95,1335.32,-38.01,889.3,91.58,73141.67,14.62,249485,4.98,0.47,223.87,823.13,583.76,4113.35,1839.3,0.73,VG-3,1/15/2010,,No
Dealer18,1/10/2019,67.52,1.31,105.65,37.49,45.17,35.95,1216.02,-24.84,901,93.48,62684.25,12.27,171591,3.43,0.57,267.59,816.34,949.62,4506.28,1590.63,0.7,VG-3,1/15/2010,,No
Dealer18,1/11/2019,68.83,1.3,88.92,47.21,44.57,36.15,1127.43,110.05,901.8,93.69,44780,14.8,340710,6.3,0.54,234.18,813.41,611.22,4057.68,1418.31,0.55,VG-3,1/15/2010,,No
Dealer18,1/12/2019,68.89,1.36,102.19,40.18,43.08,35.81,1283.42,101.8,894.9,93.75,39715.4,14.77,87799,1.9,0.63,292.99,808.55,946.77,4526.62,1057.8,0.52,VG-3,1/15/2010,,No
Dealer18,1/1/2020,62.69,1.33,122.61,39.77,44.74,35.83,1119.38,106.35,893.7,95.65,36432.8,13.14,101079,2.08,0.51,225.2,849.35,620.45,3975.22,988.86,0.79,VG-3,1/15/2010,,No
Dealer18,1/2/2020,66.51,1.34,101.79,44.03,45.66,35.81,1719.01,75.97,901.7,94.64,42065.6,16,286986,5.39,0.53,219.37,894.55,631.56,4018.89,1556.08,0.53,VG-2,1/15/2010,,No
Dealer18,1/3/2020,64.02,1.36,114.8,43.64,46.62,35.38,1421.87,23.44,907.4,87.76,36292.6,10.32,272860,5.77,0.52,259.13,895.25,303.94,4012.75,1586.02,0.56,VG-2,1/15/2010,,No
Dealer19,1/12/2017,47.47,1.29,158.57,42.64,100,53.19,87.14,428,914.2,92.86,0,0,-25701,-4.1,1.73,833.33,991.4,1428.53,5485.33,3530,0.07,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/1/2018,45.66,1.21,49.46,24.77,100,53.3,368.57,161.81,908.1,94.59,0,9.25,30952,2.06,1.74,320.51,990.9,403.51,2853.95,477.5,0.05,VG-6,7/7/2017,12/6/2019,Yes
Dealer19,1/2/2018,42.7,1.24,45.88,23.78,83.33,54.78,375.38,164.85,900.4,94.12,0,8.5,2546,0.21,1.58,367.65,993.1,654.06,3937.94,0,0,VG-6,7/7/2017,12/6/2019,Yes
Dealer19,1/3/2018,56.57,1.41,43,26.13,75,54.19,261,172.2,911.5,96.67,0,7.5,-18145,-1.41,1.71,332.03,1000,1011.13,4598.41,1151,0.07,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/4/2018,61.15,1.34,46.36,28.43,80,53.55,321.21,175.52,915.9,84.85,0,8.25,-116071,-10.6,1.52,312.5,993.2,743.09,3875.59,1081,0.03,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/5/2018,59.46,1.23,52.5,30.27,72.73,52.45,341.88,244.71,909.8,95.83,0,6,-139247,-14.15,1.28,393.52,,1500,6016.26,540.67,0.13,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/6/2018,59.98,1.34,55.38,33.46,72.73,51.91,289.08,217.23,896.8,100,0,6.5,41947,3.8,1.26,312.5,,943.88,4158.35,365.63,0.31,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/7/2018,63.42,1.27,52.5,33.39,72.73,51.96,338.46,238.71,897.8,85.71,0,7,-52195,-4.16,1.16,277.78,,674.87,3214.91,381.24,0.61,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/8/2018,48.91,1.23,110.53,35.56,66.67,52.02,432.84,315.05,912.4,84.21,0,4.75,-35936,-3.39,1.06,114.2,,848.24,3305.68,479.27,1.16,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/9/2018,31.06,1.17,77.14,39.54,66.67,52.31,275.04,333.07,910.5,82.14,0,7,-1811,-0.14,1.31,137.11,0,953.66,3122.23,595.58,0.68,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/10/2018,47.57,1.15,88.85,33.37,69.23,51.85,502,343.5,909.1,96.15,0,6.5,-24391,-1.8,1.45,140.09,0,616.72,3321.17,919,0.77,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/11/2018,55.73,1.37,303.75,41.34,71.43,51.95,780.94,513.5,898.9,87.5,0,4,-58383,-6.36,1.47,189.53,0,564.94,4380.53,601.83,1.13,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/12/2018,45.81,1.29,126.92,53.67,68.75,52.21,865,632,907.9,100,0,3.25,-84752,-14.13,1.49,322.2,,1038.8,7370.5,1005.29,0.54,VG-6,7/7/2017,12/6/2019,No
Dealer19,1/1/2019,50.98,1.29,203.33,49.4,66.67,52.41,444.56,788.22,904.8,88.89,16021,4.5,-50028,-9.17,1.25,324.29,,785.62,5968,776.17,1.33,VG-6,7/7/2017,12/6/2019,Yes
Dealer19,1/2/2019,52.73,1.27,63,53.43,68.75,52.9,401.35,297.3,912.4,95,14774.5,10,-45685,-6.43,1.59,252.22,,317.33,4883.07,1211.57,0.35,VG-6,7/7/2017,12/6/2019,Yes
Dealer19,1/3/2019,36.41,1.36,65.63,32.7,62.5,52.94,845.06,427.75,911.4,118.75,25555.5,8,13096,1.18,1.14,179.21,,318.82,3893.92,1084.32,1.38,VG-6,7/7/2017,12/6/2019,Yes
Dealer19,1/4/2019,56.71,1.31,18,48.09,57.14,53.52,494.8,455.13,915.5,126.67,19604.5,7.5,-51150,-4.94,1.33,243.21,,494.32,5481.64,1122,0.87,VG-6,7/7/2017,12/6/2019,Yes
Dealer19,1/5/2019,55.53,1.33,74.21,58.86,60,53.5,600.21,350.47,903.8,121.05,16866.5,9.5,-33972,-2.43,1.46,166.1,,441.34,3693.39,808.86,1.16,,7/7/2017,12/6/2019,Yes
Dealer19,1/6/2019,56.77,1.39,66.32,69.47,62.5,53.7,917.84,310.16,899,110.53,16462.5,9.5,-14241,-1.06,1.39,200.29,,616.15,4055.41,818.53,0.79,VG-7,7/7/2017,12/6/2019,Yes
Dealer19,1/7/2019,47.6,1.59,36.52,79.92,60.87,53.92,295.48,219.22,886.3,100,18939.5,11.5,-15747,-1.47,1.28,200.29,,344.62,4215.44,919.27,0.48,VG-7,7/7/2017,12/6/2019,Yes
Dealer19,1/8/2019,22.38,1.62,69.47,51.81,62.96,53.23,416.63,245.37,878.4,126.32,35735,9.5,-13920,-1.01,1.29,184.05,,291.08,4268.89,648.33,0.95,VG-7,7/7/2017,12/6/2019,Yes
Dealer19,1/9/2019,23.48,1.56,19.09,52.38,57.14,53.23,214.36,264.86,878.4,86.36,29021.5,11,-7468,-0.57,1.45,184.05,,0,3811.89,1034.73,0.68,VG-7,7/7/2017,12/6/2019,Yes
Dealer19,1/10/2019,59.6,1.43,83.18,75.84,54.84,53.23,708.64,359.5,895.4,109.09,14435.5,11,-43780,-3.32,1.54,200.29,,564.65,4013.68,818.67,0.55,VG-7,7/7/2017,12/6/2019,Yes
Dealer19,1/11/2019,32.41,1.8,10.38,33.55,0,0,364.65,332.92,905.7,111.54,27260,13,-42936,-2.8,1.67,314.32,,99.27,4073.61,898.93,0.58,VG-7,7/7/2017,12/6/2019,Yes
Dealer20,1/1/2018,31.98,1.79,105,44.16,75,36.5,1768.5,213.75,880.6,84.38,22877.67,4.57,4870,0.39,0.99,891.89,910.5,942.7,5975.22,235.4,0.16,VG-6,9/8/2015,,No
Dealer20,1/2/2018,34.54,1.76,114.38,33.94,72.22,39.25,1472.13,203.34,892.3,75,24713,4.57,41260,2.99,1.02,767.44,921.9,621.79,5266.35,562.73,0.34,VG-6,9/8/2015,,No
Dealer20,1/3/2018,44.72,1.75,71.49,27.84,70.37,38.67,1521.94,154.26,882.1,78.72,25052.33,5.22,93153,5.86,0.85,647.06,928.6,518.9,3745.53,330,0.09,VG-6,9/8/2015,,No
Dealer20,1/4/2018,32.86,1.79,103.42,25.54,67.24,39.34,1647.55,226.97,878.2,73.68,38060,4.22,69469,4.48,1.26,673.47,969.4,537.86,4657.08,567.82,0.29,VG-6,9/8/2015,,No
Dealer20,1/5/2018,34.32,2.01,71.49,33.21,67.24,36.77,1367.26,192.51,854.7,85.11,48006,6.71,49511,2.9,1.23,660,,630.34,4813.92,1015,0.06,VG-6,9/8/2015,,No
Dealer20,1/6/2018,30.81,2.23,68.67,25.5,67.8,37.4,1165.47,169.44,858.8,73.33,44798.5,6.43,-10551,-0.7,0.95,717.39,,700.28,5397.24,965,0.02,VG-6,9/8/2015,,No
Dealer20,1/7/2018,34.91,1.99,80.77,34.18,70.49,38.17,1360.28,197.74,861.9,74.36,44870,6.5,33435,2.45,0.95,804.88,,741.44,5336.51,140,0.05,VG-6,9/8/2015,,No
Dealer20,1/8/2018,32.84,1.99,77.84,32.28,63.16,38.58,1505.14,198.43,866.3,81.08,31863.67,6.17,14772,1.08,1.05,804.88,,733.32,5560.76,755.75,0.11,VG-6,9/8/2015,,No
Dealer20,1/9/2018,29.37,1.95,104.12,33.58,61.82,38.78,1242.32,202.29,884.1,120.59,24335.67,4.86,-2560,-0.21,1.22,942.86,0,873.31,5929.43,-11,0.03,VG-6,9/8/2015,,No
Dealer20,1/10/2018,39.08,1.91,111.29,31.22,59.26,38.81,1058.35,268.42,899,70.97,41142,5.17,5385,0.47,0.96,1031.25,0,448.19,6253.81,2014,0.03,VG-6,9/8/2015,,No
Dealer20,1/11/2018,33.79,1.91,101.82,29.16,58.49,39.01,1291.36,263.58,923,93.94,42794.5,11,55373,4.18,1.11,785.71,0,758.88,5528.45,1410.78,0.27,VG-6,9/8/2015,,No
Dealer20,1/12/2018,38.54,1.74,159.64,39.19,58.49,39.87,1707.54,374.43,936.6,85.71,38342,4.67,-66512,-6.29,0.81,1000,830.83,823.76,5941.27,328.6,0.18,VG-6,9/8/2015,,No
Dealer20,1/1/2019,39.05,1.76,130,31.37,57.89,40.53,1032.57,400.23,930.3,73.33,43446.5,5,-20209,-1.81,0.95,1100,844,842.53,7245.57,0,0,VG-6,9/8/2015,,Yes
Dealer20,1/2/2019,49.24,1.96,89.12,50.04,55.93,41.48,1711.68,272.94,931.2,85.29,31508.5,5.67,64813,4.88,1.03,804.88,863.64,650.73,4292.8,580.14,0.21,VG-6,9/8/2015,,No
Dealer20,1/3/2019,48.84,1.88,64,37.51,54.55,41.47,1471.22,208.96,927.4,88.89,42421,7.5,45261,2.75,0.87,717.39,852.86,379.35,5359.63,-1588,0.02,VG-6,9/8/2015,,No
Dealer20,1/4/2019,42.96,1.86,90.94,33.41,53.85,40.98,1946.31,260.81,937.2,84.38,47603.5,6.4,57298,3.84,1.13,825,866.25,592.9,5820.53,690.75,0.25,VG-6,9/8/2015,,No
Dealer20,1/5/2019,38.24,1.92,82.7,26.09,53.52,41.5,1439.46,218.78,940.9,72.97,56282,6.17,20620,1.35,1.17,733.33,858.06,712.16,5542.98,1225.63,0.22,VG-6,9/8/2015,,No
Dealer20,1/6/2019,39.97,1.71,99.17,27.38,50.67,41.7,1256.89,206.28,940.2,86.11,43956,6,-12981,-0.94,1.18,891.89,845.9,806.62,5902.76,505,0.03,VG-6,9/8/2015,,No
Dealer20,1/7/2019,38.13,1.84,102.5,27.86,48.68,41.75,1236.64,53.5,930.4,77.78,39693.33,5.14,13777,0.98,1.1,916.67,840.45,847.36,6747.25,0,0,VG-6,9/8/2015,,No
Dealer20,1/8/2019,43.36,1.57,61.13,34.42,51.43,41.74,1409.06,33.25,919.5,69.81,31539.33,10.6,57711,2.93,1.11,550,818.85,483.87,4033.22,752.14,0.13,VG-6,9/8/2015,,No
Dealer20,1/9/2019,39.73,1.58,125.81,31.86,50.65,41.74,1417.48,-163.06,913.7,83.87,29238,6.2,48887,3.65,1.19,868.42,822.26,746.08,5754.16,281.29,0.23,VG-6,9/8/2015,,No
Dealer20,1/10/2019,42.64,1.6,87.14,24.12,50.63,41.74,1215.02,77.76,927.5,64.29,35190,6,67772,3.71,1.13,611.11,820.43,625.61,4585.43,554.42,0.29,VG-6,9/8/2015,,No
Dealer20,1/11/2019,43.85,1.66,70.77,16.9,48.19,42.24,1021.18,92.05,933.6,76.92,27865,5.57,25890,1.62,1.15,673.47,818.82,603.65,4539.92,736.2,0.26,VG-6,9/8/2015,,No
Dealer20,1/12/2019,46.81,1.53,112.5,29.55,48.84,42.17,1055.5,81.09,934.7,62.5,23969.67,4.57,21279,1.47,1.36,825,816.05,819.08,5700.03,1277.63,0.25,VG-6,9/8/2015,,No
Dealer20,1/1/2020,47.55,1.52,102.35,33.23,47.56,41.72,1581.38,73.53,938.4,82.35,28113.67,4.86,28714,2.1,1.06,942.86,882.5,685.03,6117.09,-52,0.03,VG-6,9/8/2015,,No
Dealer20,1/2/2020,35.75,1.62,80.77,44.3,47.13,41.23,1377.28,47.59,944.3,74.36,24770.67,6.5,59089,3.71,1.01,702.13,924.44,541.57,5098.23,705.5,0.21,VG-6,9/8/2015,,No
Dealer20,1/3/2020,41.04,1.57,81.32,34.23,46.51,40.65,1266.89,-0.13,947.5,76.32,34213.67,7.6,33322,2.22,1.02,750,812.73,625.16,5209.36,598,0.16,VG-6,9/8/2015,,No
Dealer21,1/6/2017,38.33,1.13,205.86,82.52,47.12,33.49,3634.17,965.59,948.4,206.9,51427,4.14,26679,0.99,1.23,359.15,963.6,322.09,4353.72,1816.85,2.55,VG-6,11/23/1999,6/28/2019,No
Dealer21,1/7/2017,42.51,1.13,122.31,84.85,45.77,33.27,2735.38,622.82,912.8,223.08,48656,6.5,2187,0.09,1.1,360.41,946.7,265.57,4349.67,2348.25,1.33,VG-6,11/23/1999,6/28/2019,No
Dealer21,1/8/2017,39.98,1.13,207.39,72.07,,33.98,1987.48,1131.26,897.3,204.35,42113,3.83,-131294,-4.92,1.17,476.58,963.2,342.15,4482.82,2167.91,2.43,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/9/2017,39.99,1.15,74.71,65.4,43.96,33.27,2830.96,387.73,891.9,178.43,54775,8.5,4755,0.22,1.11,525.96,936.8,779.6,5729.63,522.21,0.37,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/10/2017,25.2,1.11,127.02,66.64,42.9,33.22,2271.49,473.09,880.5,170.21,0,9.4,-52360,-2.29,1.17,547.01,945.2,815.25,5144.59,1351.92,0.55,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/11/2017,23.3,1.09,215.45,56.02,40,33.38,2457.82,869.27,886.6,175.76,0,6.6,-100353,-4.25,1.09,381.97,928.6,2028.88,6069.22,1997.41,1.33,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/12/2017,43.65,1.09,144.15,108.04,39.78,32.98,2361.54,668.9,892.4,192.68,0,8.2,-267320,-12.13,1.25,597.96,931.3,2141.7,7407.83,1735.57,0.68,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/1/2018,25.98,1.08,200.4,77.65,37.5,32.9,2713.44,831.36,914,192,44111,4.17,-126833,-6.91,1.37,693.85,937.5,934.98,7247.28,2388.97,1.16,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/2/2018,42.57,1.11,102.44,79.24,38.12,35.92,1925.93,552.51,921.8,175.61,38123,6.83,1204,0.06,1.44,505.36,867.6,912.45,5514.08,1588.36,0.8,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/3/2018,43.65,1.11,79.53,87.53,39.11,35.71,2012.05,535.81,930.9,174.42,46183,7.17,2541,0.11,1.33,463.94,900,193.45,5411.13,2072.69,0.81,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/4/2018,33.45,1.12,172,70.06,39.2,35.12,2560.13,770.97,914.8,196.67,46409,6,-12144,-0.72,1.31,619.89,846.2,328.16,6356.96,1661.26,0.9,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/5/2018,44.78,1.12,115.23,68.99,40,34.35,2156.41,645.39,913.3,186.36,43673,8.8,-67382,-3.41,1.15,483.18,,878.51,5918.56,1476.78,0.61,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/6/2018,50.03,1.16,82.17,97.87,40.35,34.53,2018.98,527.72,887.9,178.26,35610,9.2,-32541,-1.46,1.12,403.6,,591.21,4822.15,2007.67,0.85,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/7/2018,37.88,0.85,125,87.57,41.77,34.2,907.87,756.8,878,163.33,44516,6,-48343,-2.53,1.11,497.19,,715.99,5866.54,1062.49,1.3,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/8/2018,28.99,0.81,257.65,97.96,39.05,33.98,607.18,1419.53,866.6,147.06,56296,3.4,-130621,-7.17,1.2,553.32,,362.11,5421.9,568.96,2.65,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/9/2018,24.15,0.8,112.7,96.35,42.41,33.73,1269,698.22,885.1,210.81,51845,7.4,17365,0.8,1.59,476.47,0,390.32,4792.18,619.14,0.95,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/10/2018,23.75,0.78,165.71,58.2,42.95,33.12,674.05,1301.76,894.6,157.14,61473,2.63,-250950,-19.46,1.04,679.28,0,923.49,8079.53,727.65,1.24,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/11/2018,32.15,0.83,119,70.53,45.06,32.87,1747.2,911.23,888.8,170,56999,4.29,-110150,-7.73,1.12,589.17,0,703.81,6883.75,1291.65,0.77,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/12/2018,21.94,0.57,261.43,72.52,43.04,33.32,2671.38,1606.14,899.6,228.57,74735,3.5,42714,2.27,1.2,510.61,,1169.48,6385,1649.22,2.14,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/1/2019,25.28,0.46,160.43,77.45,42.41,33.26,2019.83,1758.57,903.3,191.3,71379,3.83,-79940,-4.17,1.21,511.12,,406.39,6591.67,2095.12,1.48,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/2/2019,42.05,0.36,435,120.08,40.79,33.81,2069.83,2894.83,914.8,208.33,54876,2.4,-196029,-14.22,0.68,565.51,,898.28,7682.72,1881.91,2.92,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/3/2019,46.51,0.29,210,130.23,35.67,33.66,1973.59,1480.41,912.4,218.18,56512,4.4,-124092,-5.78,0.93,390.63,,1194.3,5618.48,2080.31,2.32,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/4/2019,58.51,0.19,483.33,138.55,35.37,34.12,70.78,3618.78,913.8,155.56,44138,3,-225313,-29.7,0.8,1357.9,,1732.52,13188.62,426.5,1.33,VG-6,11/23/1999,6/28/2019,Yes
Dealer21,1/5/2019,62.45,0.86,440,115.17,34.91,34.3,1160.89,2373.22,906.4,188.89,39408,4.5,-265687,-46.34,0.9,1677.41,,2175.24,16999.12,341.38,0.89,VG-6,11/23/1999,6/28/2019,Yes
Dealer22,1/1/2018,30.76,1.27,127.83,558.55,50.35,40.4,557.11,246.15,931.8,82.61,49216.5,12.78,83928,-2.49,0.67,340.91,987.8,699.35,3936.45,747.45,0.43,VG-5,10/31/2000,,No
Dealer22,1/2/2018,35,1.28,131.54,574.76,54.25,39.38,629.72,215.23,928.3,87.18,45685.5,10.83,25597,-0.95,0.63,416.67,982.6,881.33,4592.83,1155,0.38,VG-5,10/31/2000,,No
Dealer22,1/3/2018,40.44,1.3,118.42,633.31,53.05,39.24,654.37,231.76,933.9,81.58,48582.5,10.56,164508,-0.75,0.71,387.93,985.5,663.33,4107.78,832.25,0.53,VG-5,10/31/2000,,No
Dealer22,1/4/2018,36.1,1.31,101.43,709.3,51.66,37.59,1084.17,181.19,927.9,88.1,46231,11.67,64904,-2.36,0.75,387.93,975,706.34,4715.4,1135.75,0.38,VG-5,10/31/2000,,No
Dealer22,1/5/2018,34.51,1.32,71.58,566.09,52.12,31.86,907.88,129.02,934.8,85.96,51486.5,15.83,56359,0.85,0.66,300,,560.21,3802.95,1015.67,0.32,VG-5,10/31/2000,,No
Dealer22,1/6/2018,33.7,1.31,79.29,539.53,50.59,31.76,918.38,161.31,912.3,76.19,57187,10,41821,-0.96,0.84,340.91,,652.42,4435.74,830.25,0.57,VG-5,10/31/2000,,No
Dealer22,1/7/2018,30.98,1.32,85.43,640.74,50.57,31.82,890.98,289.13,898.5,80.43,58864.5,10.95,122048,-1.47,0.56,364.29,,668.81,3975.07,597.96,0.52,VG-5,10/31/2000,,No
Dealer22,1/8/2018,28.63,1.31,78.98,460.31,50.56,31.89,988.14,160.67,885.6,95.92,66804,11.67,43198,0.09,0.69,307.23,,605.29,3631.63,757.56,0.69,VG-5,10/31/2000,,No
Dealer22,1/9/2018,31.63,1.27,88.6,631.38,48.95,31.84,1257.37,418.02,900.6,134.88,59784.5,7.96,34140,-4.4,0.69,398.44,0,917.91,4862.67,683.05,0.49,VG-5,10/31/2000,,No
Dealer22,1/10/2018,25.19,1.26,80.59,470.45,49.49,31.98,1084.86,428.92,904.2,94.12,58593,10.63,146045,-0.8,0.9,375,0,706.72,4408.79,597.12,0.33,VG-5,10/31/2000,,No
Dealer22,1/11/2018,37.48,1.26,98.46,672.71,49.5,31.86,1088.18,377.9,895.9,97.44,52575,8.13,-131059,-4.4,0.65,364.29,0,855.64,4297.64,699.68,0.79,VG-5,10/31/2000,,No
Dealer22,1/12/2018,31.9,1.27,139.74,677.94,48.96,31.87,1293.5,449.68,896.3,89.47,52997.5,7.92,535773,-5.07,0.65,404.76,863.3,556.73,4634.75,369.84,0.66,VG-5,10/31/2000,,No
Dealer22,1/1/2019,29.83,1.27,160.91,561.23,50.25,32.63,505.36,577.3,902.9,84.85,55965.5,6.11,60555,-2.71,0.7,424.21,911.25,741.95,4547.63,567.93,0.91,VG-5,10/31/2000,,No
Dealer22,1/2/2019,28.3,1.26,99.33,637.33,51,33.03,586.42,310.96,909.9,97.78,41730.5,7.5,180225,-1.64,0.64,356.69,863.5,650.55,3470.41,557.8,0.67,VG-5,10/31/2000,,No
Dealer22,1/3/2019,39.95,1.27,130.26,561.89,49.26,33.2,1181.32,430.61,894.2,86.84,49512,6.33,230934,-4.12,0.63,404.92,846.67,773.32,4719.18,642.5,0.74,VG-5,10/31/2000,,No
Dealer22,1/4/2019,34.78,1.27,141.18,712.94,50,34.06,794.15,473.82,905.4,94.12,47452,8.1,134839,-4.85,0.49,423.78,853.16,788.54,4998.16,689.93,0.85,VG-5,10/31/2000,,No
Dealer22,1/5/2019,37.63,1.29,78.84,561.69,48.53,34.8,845.95,387.02,916,86.05,57498,10.24,180705,-0.96,0.64,361.15,854.89,618.45,4085.65,717.97,0.72,VG-5,10/31/2000,,No
Dealer22,1/6/2019,36.19,1.26,97.2,602.92,51.23,35.34,928.28,268.56,932.7,82,54609,10.42,141066,-1.09,0.56,438.11,851.07,855.23,4914.61,572.18,0.22,VG-5,10/31/2000,,No
Dealer22,1/7/2019,33.39,1.26,80.77,616.38,53.69,35.79,676.1,202.88,928.3,88.46,52422.5,10.83,148940,-1.95,0.44,376.27,863.86,653.58,4119.86,559.89,0.52,VG-5,10/31/2000,,No
Dealer22,1/8/2019,32.45,1.28,79.59,516.73,55.72,35.09,1057.67,208.78,936,83.67,51886.5,11.67,211961,-1.08,0.58,381.09,871.73,619.33,3899.96,627.03,0.59,VG-5,10/31/2000,,No
Dealer22,1/9/2019,29.78,1.31,96,612.42,55.73,35.09,913.44,273.49,938.3,86.67,48965,7.5,161355,-3.43,0.61,407.19,861.2,725.89,4581.01,712.68,0.62,VG-5,10/31/2000,,No
Dealer22,1/10/2019,40.11,1.33,126.92,502.37,54.59,35.09,1291.72,25.77,938.7,102.56,53672,7.22,96787,-1.63,0.81,381.09,861.57,546.29,3902.62,415.38,1,VG-5,10/31/2000,,No
Dealer22,1/11/2019,31.54,1.35,93.46,595.21,55.14,35.84,988.79,-78.85,924.3,88.46,55030,8.67,109936,0.14,0.53,362.5,857.59,505.49,3506,709,0.58,VG-5,10/31/2000,,No
Dealer22,1/12/2019,31.89,1.38,80.81,651.04,56.78,35.8,1150.39,84.08,923.7,90.32,51399.5,11.48,542309,-1.29,0.57,323.1,858.68,556.38,3685.83,600.5,0.48,VG-5,10/31/2000,,No
Dealer22,1/1/2020,33.17,1.4,78.89,554.02,56.78,35.61,1012.28,103.85,923.4,83.33,50033,10,123482,-1.06,0.68,330.54,900.59,615.53,3345.16,669.5,0.67,VG-5,10/31/2000,,No
Dealer22,1/2/2020,36.12,1.36,122.45,774.71,57,34.9,961.53,13.57,932.6,83.67,53002.5,9.07,159037,-1.32,0.51,362.79,896.07,469.41,3654.67,564.64,0.67,VG-5,10/31/2000,,No
Dealer22,1/3/2020,29.84,1.3,175.56,720.85,57,34.93,998.76,68.41,927.9,75.93,45328.5,11.25,233747,0.5,0.6,345.92,897.58,354.8,3462.56,722.5,0.59,VG-5,10/31/2000,,No
Dealer25,1/3/2017,77.14,2.54,141.43,97.8,46.34,54.04,538.29,599.43,953.1,0,20046,1.75,-4380,-0.46,0.58,3.87,1000,100.56,3810.23,797.88,4.57,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/4/2017,58.61,2.43,77.14,93.97,46.51,54.95,532.71,286.79,954.7,0,22541,2.33,-22255,-1.9,0.46,2.96,992.9,55.22,3456.43,529.7,2.64,VG-7,2/18/1999,3/21/2019,Yes
